ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A310648,"https://petharbor.com/detail.asp?ID=A310648&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310648&LOCATION=SNCR,theo,Male/Neutered,gray & white,domestic shorthair,,13.0,S F54,True,False,,,,,2024-03-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-24
A310649,"https://petharbor.com/detail.asp?ID=A310649&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310649&LOCATION=SNCR,tillie,Female,gray & pastel,domestic shorthair,1 year,9.0,S F55,False,True,1,,,,2024-03-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-24
A310650,"https://petharbor.com/detail.asp?ID=A310650&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310650&LOCATION=SNCR,cloud,Female,gray,domestic mediumhair,3 months old,2.5,S K13,False,True,,3,,,2024-03-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-24
A310651,"https://petharbor.com/detail.asp?ID=A310651&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310651&LOCATION=SNCR,stormy,Male,gray,domestic mediumhair,3 months old,2.5,S K13,False,False,,3,,,2024-03-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-24
A310663,"https://petharbor.com/detail.asp?ID=A310663&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=12&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310663&LOCATION=SNCR,milo,Female/Spayed,tortie,domestic shorthair,1 year,7.6,S F50,True,True,1,,,,2024-03-22,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-27
A310664,"https://petharbor.com/detail.asp?ID=A310664&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=12&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310664&LOCATION=SNCR,snapps,Male,org tiger & white,domestic shorthair,6 months old,8.4,S K05,False,False,,6,,,2024-03-22,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-27
A310665,"https://petharbor.com/detail.asp?ID=A310665&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=12&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310665&LOCATION=SNCR,knub,Male,org tiger & white,manx mix,6 months old,6.6,S K08,False,False,,6,,,2024-03-22,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-27
A304316,"https://petharbor.com/detail.asp?ID=A304316&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A304316&LOCATION=SNCR,vincent,Male/Neutered,black,domestic shorthair,10 months old,5.6,S K06,True,False,,10,,,2024-03-24,"Hiya! I’m Vincent. I am a extrovert of a kitty who is looking to be the apple of someone’s eye. My former family could no longer care for me but provided staff with a bunch of information to help me find the best home. I was described as the sweetest cat and great with everyone I meet - including kids! I love to go right up to people, head butt and roll over to start purring. I am looking to be the only pet in a home to set me up for success. But don’t worry, I have enough personality to keep you from wanting any more companions. I am a great mix of snuggly and independent. Come meet me today – you won’t regret it. Vincent’s adoption fee is reduced by $20 thanks to the Bogey Fund – a fund that highlights adoptable black cats who are often overlooked in Shelters. ",2024-03-28
A310211,"https://petharbor.com/detail.asp?ID=A310211&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310211&LOCATION=SNCR,apache,Male/Neutered,org tabby,maine coon,10 years old,,S GAR01,True,False,10,,,,2024-03-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-28
A310212,"https://petharbor.com/detail.asp?ID=A310212&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310212&LOCATION=SNCR,cheyenne,Female,brn tiger & black,maine coon mix,10 years old,14.7,S GAR01,False,True,10,,,,2024-03-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-28
A200510,"https://petharbor.com/detail.asp?ID=A200510&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A200510&LOCATION=SNCR,penny,Female/Spayed,calico,domestic mediumhair,12 years old,6.9,S F01,True,True,12,,,,2024-03-20,"Meet Penny! This senior, long haired calico kitty came to the Shelter as a stray initially. A good Samaritan found her outdoors and took her in to keep her safe and warm. During her week in their home, she got to sleep in bed and get a bunch of lovin’ while the guardians attempted to find her family. Penny was introduced to a dog in this temporary home and coexisted nicely. When the good samartian was unable to locate them, they brought Penny into the Shelter for us to find a great home. Penny is a sweet, gorgeous dilute calico who is looking for a quiet retirement home to live out her golden years in. A cat-savvy, mellow dog may be a fit for Miss Penny. Penny was briefly introduced to a cat in her temporary home but was not the biggest fan. A more slow, managed introduction may result in a different interaction. If there is a resident kitty in the home, staff can provide some guidance on ways to introduce in the home to set both kitties up for success. Penny is an older cat who will need more frequent health checks in her adoptive home. She has been diagnosed with hyperthyroidism. Hyperthyroidism is easily managed in most cats with an inexpensive daily medication. Penny may need above average medical care for her medical condition and age but will provide lots of love in return!Penny’s adoption fee is reduced by $20 thanks to the Shelly’s Angels Fund – a fund to draw attention towards often overlooked senior cats in Shelters.  ",2024-03-31
A310242,"https://petharbor.com/detail.asp?ID=A310242&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310242&LOCATION=SNCR,max,Male,black & white,domestic shorthair,2 months old,1.7,S K16,False,False,,2,,,2024-03-30,"Max has the biggest personality of any kitten! He is goofy, loving, ready to play at any time and he has worked hard on his handsome goatee (please mention it to him).If you are making food, this guy will be right at your feet. He is talkative and loves to banter with humans. Max is the first to get the good spot to sleep...right next to you.  The way to his heart is ANY type of food.",2024-03-31
A310374,"https://petharbor.com/detail.asp?ID=A310374&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310374&LOCATION=SNCR,tucci,Male,buff tiger,domestic shorthair,10 months old,11.0,S F22,False,False,,10,,,2024-03-14,"Meet Tucci! This handsome (former) tom cat came to the Shelter with a wound on his head and a heart of gold. Tucci is looking for a cat savvy adopter to set him up for success in his next home. At the Shelter, Tucci has been very social with people but sometimes has to many feelings that he has trouble regulating and overstimulates. Overstimulation occurs when a person is petting or holding a cat that appears to be content one minute but then suddenly scratches them the next. To set Tucci up for success, you want to be aware of his body language when being pet. Tucci would benefit from daily mental and physical stimulation. Wand toys and clicker training are great ways to meet Tucci’s  needs without contributing to his overstimulation. Tucci was diagnosed with FIV when arriving at the Shelter. Due to this, a home with FIV + cats or as the only cat is recommended. Adopters are recommended to follow up with their veterinarian shortly after adoption for guidance and long term care. Due to Tucci’s observed behavior in the Shelter, a home without children is recommended. A cat-savvy dog may be a fit provided there is a slow introduction and management.",2024-03-31
A310740,"https://petharbor.com/detail.asp?ID=A310740&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310740&LOCATION=SNCR,mocho,Male/Neutered,brn tabby,domestic shorthair,"2 years, 3 months old",15.6,S K13,True,False,2,2,,,2024-03-27,Meet Mocho & Gorda! These two bonded brown tabby cats came to the Shelter after their previous guardian was unable to continue caring for them. Mocho & Gorda are looking for an adoptive home together. They lived in a home where they were indoors only. They previously lived in a home with another cat and did well. A home with other cat-social cats may be a fit provided there is a slow introduction and management. Mocho and Gorda lived with children ages 1 to 12 years old previously. They would hide from the toddlers (who grabbed their tails). A home with cat-savvy older kids may be a fit provided guardians are overseeing their interactions to set everyone up for success. Gorda is a bit more outgoing than Mocho. Both kitties enjoy playing with toys.,2024-03-31
A310741,"https://petharbor.com/detail.asp?ID=A310741&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310741&LOCATION=SNCR,gorda,Female/Spayed,brn tabby,domestic shorthair,"2 years, 3 months old",16.0,S K14,True,True,2,2,,,2024-03-27,Meet Mucho & Gorda! These two bonded brown tabby cats came to the Shelter after their previous guardian was unable to continue caring for them. Mucho & Gorda are looking for an adoptive home together. They lived in a home where they were indoors only. They previously lived in a home with another cat and did well. A home with other cat-social cats may be a fit provided there is a slow introduction and management. Mucho and Gorda lived with children ages 1 to 12 years old previously. They would hide from the toddlers (who grabbed their tails). A home with cat-savvy older kids may be a fit provided guardians are overseeing their interactions to set everyone up for success. Gorda is a bit more outgoing than Mucho. Both kitties enjoy playing with toys.,2024-03-31
A310766,"https://petharbor.com/detail.asp?ID=A310766&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310766&LOCATION=SNCR,pippi le pew,Female,black & white,domestic mediumhair,3 years old,6.7,S F19,False,True,3,,,,2024-03-28,"Meet Pippi Le Pew! This sweet black and white tuxedo came to the Shelter as an owner surrender after her previous guardian was unable to continue caring for her. Although aptly named after the famous cartoon skunk, this sweet gal is anything but stinky! Pippi lived indoors in her previous home. Her previous guardians described her as friendly. She would sometimes hide from strangers but warm up over time. She was around children in the previous home but did not appreciate when they would pull her tail. A home with cat-savvy children may be a fit provided their interactions are monitored by guardians to ensure everyone is coexisting in harmony. Pippi did live with other cats previously but tended to keep to herself. A home with a cat-friendly, mellow cat may be a fit for her in her next home provided there is a slow introduction. Pippi may also be just as happy as the only cat.",2024-03-31
A310727,"https://petharbor.com/detail.asp?ID=A310727&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=22&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310727&LOCATION=SNCR,bonsai,Female,black,domestic shorthair,7 months old,5.75,S F08,False,True,,7,,,2024-03-26,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-04-01
A310728,"https://petharbor.com/detail.asp?ID=A310728&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=22&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310728&LOCATION=SNCR,haiku,Female,brn tabby & tortie,domestic mediumhair,7 months old,6.75,S F11,False,True,,7,,,2024-03-26,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-04-01
A304173,"https://petharbor.com/detail.asp?ID=A304173&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A304173&LOCATION=SNCR,molly,Female/Spayed,agouti & white,abyssinian,"1 year, 8 months old",11.7,S K10,True,True,1,1,,,2024-04-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-04-04
A310535,"https://petharbor.com/detail.asp?ID=A310535&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310535&LOCATION=SNCR, ,Female/Spayed,brn tabby,domestic shorthair,10 months old,8.25,S FER12,True,True,,10,,,2024-03-19,"BARN CAT ADOPTIONA310658, A310535 & A310605 are three young adult kitties looking for a full time job of being mousers. These cats are not social and previously lived outdoors. The Shelter is looking for a responsible caregiver with barn cat experience to take them in, acclimate them for a period of about a month, and continue to care for them throughout their life. Interested in a trio of cats for rodent control? Call the Shelter today. ",2024-04-04
A310604,"https://petharbor.com/detail.asp?ID=A310604&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310604&LOCATION=SNCR, ,Male/Neutered,brn tabby,domestic shorthair,"2 years, 1 month old",9.0,S FER14,True,False,2,2,,,2024-03-20,"BARN CAT ADOPTIONA310658, A310535 & A310605 are three young adult kitties looking for a full time job of being mousers. These cats are not social and previously lived outdoors. The Shelter is looking for a responsible caregiver with barn cat experience to take them in, acclimate them for a period of about a month, and continue to care for them throughout their life. Interested in a trio of cats for rodent control? Call the Shelter today. ",2024-04-04
